source,dest,weight,timestamp
227,925,1,1309472526.72326
925,882,1,1309473889.60531
925,227,1,1309473897.17417
925,905,3,1309476814.20876
905,925,1,1309477065.5017
1147,1287,1,1309478771.23104
522,664,2,1309480815.48682
522,714,1,1309482436.14219
664,522,1,1309482819.15664
801,1131,3,1309486737.40267
801,1257,5,1309495085.25704
1257,801,5,1309495162.16421
714,922,2,1309495511.92781
1094,1242,1,1309498976.03626
1242,1094,1,1309499026.47486
1064,853,3,1309499306.01797
1066,664,1,1309499870.60015
664,1066,1,1309500807.8
853,1064,3,1309500895.40951
641,715,2,1309523594.50607
925,1252,1,1309542796.79687
1252,925,1,1309542828.10947
925,546,1,1309545436.48133
775,1288,1,1309551392.32217
1257,1289,2,1309556396.32058
1289,1257,3,1309556655.70706
546,925,2,1309556805.56391
1244,1065,1,1309560682.1201
735,846,3,1309571385.39497
846,735,2,1309571557.35486
925,1066,1,1309571824.93737
1066,925,1,1309571991.88069
1053,925,2,1309573098.23919
925,1053,1,1309573185.17473
1288,775,1,1309598492.11975
309,647,2,1309603339.32032
647,1290,1,1309604214.09887
1290,647,1,1309604310.95375
1094,261,3,1309622869.37041
261,1094,2,1309622976.22351
191,1291,1,1309630624.91312
492,1267,1,1309631994.03413
1267,492,1,1309632001.11215
1291,191,1,1309634381.88814
1291,1277,10,1309635222.74103
1292,204,1,1309640015.06431
204,1292,1,1309640043.73034
1277,1293,1,1309641380.63447
1277,908,1,1309641424.2882
1277,135,10,1309641564.84962
1277,1291,10,1309641588.36807
1277,905,2,1309641644.21365
1293,135,10,1309642133.89703
1293,1277,4,1309642554.30504
263,1219,1,1309644605.76092
540,626,10,1309651562.23315
626,540,10,1309651686.565
1261,1260,10,1309671838.34342
35,1294,1,1309672873.80979
35,1295,1,1309672885.69551
1295,35,1,1309679658.836
7,1223,2,1309696725.0092
452,1270,1,1309724780.46343
1270,452,1,1309726073.23148
492,1296,1,1309726934.14497
452,1297,1,1309727233.93952
1223,7,2,1309734826.91916
1131,801,3,1309758954.04052
1094,1298,1,1309758956.26588
1298,1094,1,1309758997.57004
468,1290,1,1309772448.58844
1290,468,1,1309772483.16127
492,1299,1,1309783901.18457
997,1217,8,1309785033.96175
492,1290,1,1309785312.80086
492,1300,1,1309786264.20959
1300,492,1,1309786303.90407
945,35,4,1309786504.66381
1277,1268,2,1309787622.03102
1290,492,1,1309787804.94392
1299,492,1,1309788309.19134
1244,1128,1,1309788355.44852
1207,786,1,1309793224.1146
1207,1279,1,1309793254.54461
1128,1244,1,1309793912.43746
1217,997,8,1309800986.3699
359,832,10,1309802357.26702
905,1267,2,1309803475.75477
1267,905,1,1309803885.22795
905,927,1,1309803988.34192
927,905,3,1309804044.58809
1094,1301,1,1309813610.69703
1301,1094,1,1309813784.29228
270,1301,1,1309815103.4553
1299,35,1,1309820754.32041
35,380,1,1309820950.90162
1301,270,1,1309821262.93544
875,729,1,1309828469.77167
729,875,1,1309828477.00599
1190,1301,1,1309835784.4975
1301,1190,1,1309836034.85767
1198,882,4,1309846486.11145
468,566,10,1309863842.91513
566,468,2,1309863848.44239
492,1302,1,1309884814.39007
1302,492,1,1309886256.94149
1304,621,1,1309893643.74105
621,1304,1,1309893651.3001
1296,222,1,1309896828.21385
35,1305,1,1309903639.09899
363,222,1,1309903898.60026
1236,1306,1,1309914066.86618
1306,1236,1,1309915375.50262
388,148,1,1309918082.24806
1107,465,2,1309928760.53403
1098,7,10,1309947717.28345
1305,35,1,1309952452.13725
634,1174,1,1309960184.95765
1174,634,1,1309960247.88644
963,1307,1,1309961476.06005
1307,963,1,1309961617.61105
309,832,10,1309980509.32975
537,1308,10,1309980769.90275
589,350,2,1309984109.02086
350,589,1,1309984143.8697
468,546,1,1309985342.91593
546,468,1,1309985415.86646
929,1309,1,1309991644.85529
1053,1310,1,1309992723.18673
1310,1053,1,1309992900.89987
1290,1257,1,1309995323.46953
929,1311,1,1309996803.79899
1311,929,1,1309997069.99909
1094,729,1,1310001951.1793
729,1094,1,1310001967.31606
729,1308,10,1310004785.22896
714,522,2,1310011218.49813
1053,1290,1,1310020425.27073
1290,1053,1,1310020541.82814
729,1290,1,1310021380.72942
1290,729,1,1310021406.92917
1309,929,1,1310025648.19004
1231,1312,1,1310037317.48751
1312,1231,1,1310037983.49732
546,1286,1,1310044120.88013
1286,546,1,1310046299.90285
1277,832,10,1310053263.9019
540,1303,3,1310060506.53022
1303,540,3,1310060931.86052
222,1296,1,1310063026.18869
222,363,1,1310063039.63232
963,1313,1,1310065627.74819
1053,521,1,1310066017.9119
1313,963,1,1310066047.4606
104,1053,4,1310066183.8116
521,1053,1,1310069193.66166
1053,104,3,1310071422.76415
1053,608,1,1310071536.49058
608,1053,1,1310071637.55633
204,1286,1,1310072231.43514
417,493,5,1310072406.45856
1286,204,1,1310073260.31671
770,824,10,1310084327.77687
827,824,10,1310085056.76094
7,1011,2,1310095919.31428
1011,7,3,1310096143.89686
623,824,10,1310106424.69441
1119,1065,10,1310107934.40628
634,917,1,1310142743.58623
537,824,10,1310145303.13469
908,1277,2,1310146972.40026
1268,1270,1,1310155626.21277
1270,1268,1,1310157462.37887
35,1314,1,1310161574.48236
35,1299,1,1310161594.55051
882,1315,1,1310162255.92611
1315,882,1,1310163009.91349
628,1053,1,1310169975.00165
1053,628,1,1310171215.97972
846,1053,1,1310177805.03904
1053,846,1,1310177934.23175
270,1316,1,1310178107.93776
1316,270,1,1310178150.80334
522,1316,1,1310182244.3298
1290,1317,1,1310189389.15702
1317,1290,1,1310189530.05857
452,1053,1,1310191267.51998
1053,452,1,1310191274.02315
729,986,1,1310198423.83405
986,729,1,1310198451.73247
468,1252,1,1310208225.94174
1252,468,1,1310208335.42807
621,1315,1,1310223971.46829
1315,621,1,1310223978.40107
963,708,5,1310237826.8373
708,963,3,1310237879.72461
1252,1315,1,1310244250.81548
1315,1252,1,1310244253.29217
468,1053,3,1310252227.4396
1053,468,3,1310252297.78349
1131,1185,3,1310252330.1029
1316,522,1,1310265857.95842
95,35,1,1310272544.41814
95,415,1,1310273776.42275
635,1267,1,1310285965.23334
1267,635,1,1310286040.33778
1317,1318,1,1310297023.38162
1318,1317,1,1310297051.90069
1207,1317,1,1310306476.96436
1317,1207,2,1310306527.24008
1094,1319,1,1310311639.42398
1319,1094,1,1310311705.54239
239,36,2,1310312736.7537
1162,1320,1,1310319199.87254
1320,1162,1,1310319254.09206
929,1317,1,1310320420.57928
1317,929,1,1310320432.97792
1319,1162,1,1310323063.54721
1162,1319,1,1310323073.03366
1147,1317,1,1310330873.51728
882,465,3,1310334070.59783
1053,1321,1,1310335657.16493
1321,1053,1,1310335678.40029
1317,1053,1,1310348955.01921
1053,1317,1,1310352752.79432
1053,522,1,1310353100.86481
1185,536,1,1310354767.47099
1185,1131,1,1310354862.3832
537,664,1,1310358702.31942
923,1053,1,1310370741.03125
1053,923,1,1310370778.18053
1312,1322,1,1310380837.38029
1162,1323,1,1310385371.09216
1323,1162,1,1310385470.91042
1310,1295,1,1310387429.66463
1295,1310,1,1310387508.14965
641,1324,1,1310388676.81279
1324,641,3,1310388939.88722
1315,1162,1,1310396603.49696
1162,1315,1,1310396605.13786
1162,1325,1,1310396644.42051
1322,1312,1,1310417768.86312
635,1,1,1310422442.2307
911,1326,10,1310444039.92699
937,1328,1,1310488488.56809
1328,937,1,1310489080.90914
1329,1327,1,1310505365.13154
36,239,2,1310507713.46219
1320,1329,10,1310513966.4929
635,882,5,1310517532.54437
1162,1330,1,1310517934.49482
1330,1162,1,1310518040.30289
882,1331,2,1310525749.54157
678,1062,1,1310526279.93871
920,882,1,1310529127.9154
882,920,2,1310529206.71938
882,647,2,1310532428.60618
647,882,1,1310532464.07073
1331,882,4,1310535563.57202
1326,911,10,1310555148.84927
1312,1332,1,1310555699.04155
1332,1312,1,1310556851.91323
937,1319,1,1310572254.97059
1319,937,1,1310572290.4545
319,1176,1,1310581296.37111
1176,319,1,1310581648.83123
319,1302,1,1310582883.51443
1302,319,1,1310583023.02085
1034,1332,2,1310586316.06913
1332,1034,2,1310587004.82086
1162,1333,1,1310587078.34708
270,1115,2,1310590391.63207
1115,270,2,1310590428.67737
608,664,1,1310601326.38297
1312,1292,1,1310602079.81954
1292,1312,1,1310603166.45084
144,1239,1,1310603329.12958
664,608,2,1310605037.35195
1239,144,1,1310605285.00871
929,1162,2,1310609224.29909
1162,929,1,1310609310.06967
1162,530,1,1310609358.71396
530,1162,1,1310611071.27216
7,1335,1,1310619705.04136
238,1302,1,1310623150.12244
1217,1336,1,1310637649.82804
1336,1217,1,1310637773.63084
113,1053,1,1310655463.76274
1053,113,2,1310655486.00006
113,1292,2,1310658435.5769
1292,113,2,1310660146.72079
1268,1337,1,1310667554.25282
1337,1268,1,1310667689.48175
397,260,10,1310668638.67056
978,1332,1,1310669516.1243
1332,978,1,1310670963.19553
1162,1332,1,1310671955.02834
1332,1162,1,1310672841.51214
1334,664,1,1310687838.38504
1268,1334,1,1310694696.86779
1334,1268,1,1310694779.72997
1268,550,1,1310696127.95476
550,1268,1,1310697087.16132
7,1334,1,1310698578.00886
882,1268,1,1310699786.07607
1275,1334,1,1310711372.94531
1334,1275,1,1310711547.15206
917,634,2,1310736955.35937
538,729,3,1310747864.92302
729,538,3,1310764845.66717
905,1053,2,1310767173.47225
1053,905,2,1310767187.20242
729,113,1,1310768201.18731
113,729,1,1310768415.37602
1094,1275,1,1310772454.68875
1275,1094,1,1310772466.63697
1094,777,2,1310775428.53134
1334,1094,1,1310775478.31782
1094,1334,2,1310775540.47707
1292,1053,2,1310776928.57624
1053,1292,2,1310776964.41076
1094,1053,4,1310779157.82449
1053,1094,4,1310779285.83027
1094,1292,2,1310829767.302
1292,1094,2,1310829898.97374
1268,1094,10,1310843024.03751
113,317,1,1310845843.86683
317,113,1,1310845873.38098
502,1332,3,1310853062.63914
1332,502,3,1310854661.32239
280,1094,1,1310867239.11885
1268,1053,1,1310871250.14768
1053,1268,1,1310871391.3582
937,1338,1,1310909136.03583
1338,937,1,1310910337.44169
937,1325,3,1310919586.85787
1325,937,3,1310919855.76935
664,537,1,1310920953.54771
729,350,1,1310926367.0917
350,729,2,1310926393.03801
1333,1162,1,1310934942.85774
468,1268,7,1310949297.88409
729,530,1,1310949408.63434
530,729,1,1310949424.08873
1268,468,7,1310949437.11203
1302,1238,1,1310959884.00216
113,1340,10,1310960140.42118
1340,1139,10,1310960330.84717
1268,7,4,1310960351.59226
1340,1144,10,1310960428.08859
1340,1142,10,1310960444.56085
1340,1141,10,1310960475.78009
1340,1140,10,1310960516.74332
1340,1143,10,1310960527.43345
1340,832,10,1310962263.56204
7,964,3,1310963740.62001
733,1057,2,1310967665.77246
35,1337,1,1310988044.93488
1183,270,5,1311001360.12707
1090,1341,1,1311013933.83206
1162,1307,1,1311019918.54442
1307,1162,2,1311021695.78632
280,1053,2,1311023500.55472
1053,280,2,1311023586.67342
1341,1090,1,1311023711.51561
1162,729,1,1311030389.75612
729,1162,1,1311030413.37561
621,1053,1,1311037986.0592
1053,621,1,1311038058.53407
664,1262,2,1311044102.43998
882,1053,3,1311051375.04707
1053,882,3,1311051450.88554
882,1342,1,1311055980.63588
1342,882,1,1311056120.34299
1342,1317,1,1311056142.21407
1337,35,1,1311060566.89222
309,270,2,1311070236.04975
35,1328,1,1311078731.00122
164,1343,1,1311095868.68432
309,666,1,1311125206.34261
666,309,1,1311125295.00546
1162,666,1,1311127770.01918
666,1162,1,1311127905.14226
2,832,10,1311132603.09446
1343,164,1,1311143650.99642
1217,1344,1,1311146344.71578
1302,1345,1,1311158362.67182
1345,1302,1,1311158415.86006
1094,1268,9,1311166518.34405
1325,1345,1,1311169635.50997
1345,1325,1,1311169756.94721
1325,1268,1,1311170563.77554
1252,1302,1,1311174576.24171
1162,1130,1,1311183013.58693
1130,1162,1,1311183303.29631
1325,1162,1,1311183885.70704
1344,1217,1,1311192305.74611
1344,775,1,1311192649.29205
1268,35,1,1311196959.48199
35,1268,1,1311197118.12336
1,522,2,1311199990.25228
522,1,2,1311200202.40493
1162,1346,1,1311200831.85747
1325,780,1,1311201627.07615
937,452,1,1311211458.45813
452,937,1,1311211503.29857
923,1162,1,1311216774.51956
1094,280,3,1311219538.92946
7,1268,1,1311221770.48016
937,688,5,1311221823.2865
688,937,5,1311221865.72228
1094,1299,1,1311222727.43519
1299,1094,1,1311222810.91475
1302,1252,2,1311225314.75598
468,1302,3,1311229535.85676
1302,468,3,1311229979.9877
923,937,1,1311239126.99674
937,923,1,1311239141.80587
468,1332,1,1311246999.13714
1332,468,1,1311247470.13993
1094,80,1,1311253320.0272
664,1347,1,1311269746.10212
522,1162,2,1311269927.00817
1162,1348,1,1311270869.2512
1348,1162,1,1311271019.42944
1347,664,1,1311273541.24779
1090,1349,1,1311274483.54179
1349,1090,1,1311276334.43341
1346,1162,1,1311282075.91715
1312,1350,1,1311285153.59201
1350,1312,1,1311285641.93831
1,882,1,1311286702.90358
309,1162,1,1311287194.24222
468,1351,1,1311287988.17041
1351,468,1,1311288224.37052
353,664,1,1311308681.21289
664,353,1,1311308732.35102
384,1317,1,1311308927.10451
6,35,4,1311312167.48754
6,664,1,1311312174.85019
664,6,2,1311312446.83496
7,152,2,1311312658.42227
35,664,1,1311342793.50036
664,35,2,1311343538.78158
1312,1352,1,1311347066.19347
1352,1312,1,1311347486.89845
1348,1353,1,1311351241.3472
1353,1348,1,1311355382.44481
757,522,2,1311359541.60362
1349,1354,1,1311360773.94399
1349,1355,1,1311363428.46805
1354,1349,1,1311364035.94424
775,1344,1,1311365425.00408
1355,1349,1,1311365657.37167
1312,1356,1,1311372366.47659
1162,25,2,1311372474.26936
387,1346,1,1311373380.27303
1356,1312,1,1311373813.97356
1346,387,1,1311376867.1359
687,1128,2,1311380659.71903
1128,687,2,1311381379.2741
546,1352,1,1311384099.22632
1352,546,1,1311384281.91067
937,6,2,1311396960.73491
6,937,1,1311396972.06487
283,7,10,1311397220.10367
937,1199,1,1311411130.55156
1199,937,1,1311411148.37312
546,1342,1,1311435936.90337
608,1352,1,1311449814.00525
1352,608,1,1311450055.61665
1176,1320,1,1311525263.43704
1320,1176,1,1311525376.86106
1312,1357,1,1311526148.97862
1357,1312,1,1311526209.90036
861,1,1,1311538210.38942
1,861,1,1311538216.95582
1358,518,10,1311554658.83952
518,1358,10,1311554712.94107
1359,1358,2,1311562606.89223
1353,1360,1,1311569345.74588
1360,1353,1,1311569444.10844
1201,1268,6,1311574152.06335
1268,1201,2,1311574343.27741
35,1361,1,1311574850.29735
1312,1362,1,1311596878.71781
1362,1312,1,1311596922.51866
1362,35,1,1311596963.89235
708,1363,8,1311616185.52176
664,1352,3,1311621631.64441
1176,1327,10,1311621811.57201
1268,786,1,1311624880.68636
361,522,3,1311626251.63171
363,1364,1,1311627070.20109
1364,363,1,1311627177.47197
786,1268,1,1311627462.21272
1362,1332,1,1311629658.60686
522,361,3,1311629920.66593
1312,1365,1,1311633157.43921
1365,1312,1,1311633198.924
468,1366,5,1311640687.55709
1366,468,5,1311640703.87047
1366,1367,5,1311641073.43584
625,1368,3,1311649051.22168
923,1057,1,1311651067.81479
1057,923,1,1311651123.92732
1,1369,1,1311653852.83302
1369,1,3,1311654443.20725
41,7,9,1311654509.86845
1352,1370,1,1311656404.44841
1370,1352,1,1311656893.76725
1352,635,2,1311656924.64073
635,1352,1,1311657022.93527
664,1028,2,1311668514.54077
1162,923,2,1311696950.76373
1358,1359,2,1311713576.10331
80,1094,2,1311720136.37038
80,165,6,1311720223.43162
1312,1371,1,1311732737.01219
1371,1312,1,1311733585.70105
1198,462,1,1311735145.89626
462,1198,1,1311735394.44544
1371,419,3,1311737472.90214
1267,1328,10,1311766225.7902
1328,1267,10,1311768826.30225
635,729,1,1311822251.96918
729,635,1,1311822312.38389
635,1372,1,1311825044.06137
1372,635,1,1311825528.67397
1094,1348,1,1311826875.39868
1348,1094,1,1311826933.03655
1162,1373,1,1311847929.4138
1373,1162,2,1311853145.82557
35,1362,1,1311888076.71029
1053,781,1,1311893784.54851
781,1053,1,1311893820.27763
1053,664,3,1311894384.98667
664,1053,2,1311910234.331
6,384,6,1311915459.75177
948,1374,2,1311932030.00202
1374,948,2,1311966547.13848
729,363,5,1311982897.25342
363,729,5,1311982935.61137
7,283,3,1312011917.63677
1317,384,1,1312013907.27659
725,1358,1,1312060707.34679
1358,725,1,1312060723.92922
452,664,1,1312076540.1789
664,452,2,1312076586.37566
7,1053,5,1312078549.68195
939,1377,1,1312090603.69102
1377,939,1,1312091159.95314
1377,1378,1,1312091763.7742
1377,1328,1,1312091825.43568
1378,1377,5,1312092173.45372
1162,1252,1,1312136054.74344
1252,1162,1,1312136101.76642
1162,1377,1,1312136751.73739
1377,1162,1,1312139871.30551
1162,1379,1,1312143540.02927
1379,1162,1,1312145721.38411
1370,1379,1,1312147059.58802
1379,1370,1,1312148927.08199
1363,708,8,1312157637.28881
353,1162,2,1312164934.25519
1345,1380,1,1312176932.42734
1380,1345,1,1312177075.11631
1379,1377,1,1312178939.72073
1377,1379,1,1312178971.43671
937,550,1,1312179373.95323
550,937,1,1312179885.68524
1242,1162,2,1312218299.09146
1162,1242,1,1312218327.41758
1379,780,1,1312218378.99279
1368,1381,3,1312228052.83252
1381,1368,10,1312228128.19495
35,1382,1,1312229850.25844
780,1383,3,1312233570.28668
1317,522,2,1312233654.17828
522,1317,1,1312233802.82985
780,1325,1,1312233919.16713
780,1379,1,1312234147.22206
202,235,6,1312244040.56403
1162,794,1,1312248112.279
794,1162,1,1312248167.49636
353,484,1,1312250238.08052
484,353,1,1312250265.84809
1,1010,2,1312252188.36668
921,1310,2,1312278745.12711
1310,921,2,1312278779.83178
1185,827,3,1312290613.19235
628,1377,3,1312292136.63401
921,1267,1,1312293220.44897
1267,921,10,1312293401.07209
628,937,1,1312295795.94745
937,628,2,1312295810.28344
1201,1384,2,1312311332.45629
921,1384,2,1312313991.19217
1384,921,2,1312314117.45358
628,1252,1,1312314896.794
1252,628,1,1312314962.75997
1384,1385,1,1312322144.03318
1385,1384,1,1312322956.41371
1377,1128,1,1312339744.81717
1128,1377,1,1312339957.85755
1377,628,1,1312340923.97377
882,13,1,1312346643.08576
13,882,1,1312346789.44871
1377,1387,10,1312348857.2892
786,25,10,1312349215.33253
1383,1370,1,1312382630.12013
1370,1383,1,1312382662.79294
1368,1359,3,1312383413.54146
1359,1368,1,1312383444.70094
6,521,1,1312392223.01499
521,6,2,1312392323.30486
1317,521,1,1312393173.98072
521,1317,2,1312393260.47632
1377,1388,1,1312395340.73122
1388,1377,1,1312396251.38754
1352,1,10,1312398530.9222
1384,1201,10,1312405245.31243
1363,80,1,1312412195.7949
1201,1018,2,1312412925.41932
1018,1201,2,1312412986.21477
882,592,1,1312466661.12584
592,882,1,1312466677.84496
1377,1390,1,1312473886.23067
1390,1377,1,1312474163.88219
1368,673,2,1312487133.13282
1383,1391,1,1312497761.40129
1391,1383,1,1312500739.53224
353,135,2,1312501379.92508
135,353,1,1312501389.93111
635,1384,1,1312509991.94524
1383,1011,1,1312511151.88415
1011,1383,1,1312511265.95122
635,1318,1,1312528017.32365
1318,635,1,1312528052.95329
1328,1377,1,1312532869.7615
1328,35,1,1312541457.28478
1252,1393,5,1312556109.02513
35,1393,1,1312556326.23226
1267,1393,10,1312557385.3663
1,309,2,1312557813.99264
1385,882,10,1312561589.62341
882,1385,1,1312561590.65171
1392,882,2,1312565020.69897
468,522,3,1312589360.66138
664,1394,1,1312591946.694
1046,1395,2,1312594511.74287
1207,1391,1,1312596821.61024
882,1392,2,1312601774.37821
1267,546,10,1312601992.43034
546,1267,2,1312602106.09058
1391,1207,1,1312658834.56051
1267,1397,1,1312661774.2264
1397,1267,1,1312661868.26453
921,80,3,1312670399.34543
80,921,3,1312670424.76388
729,353,1,1312688793.77888
353,729,1,1312688809.74646
725,468,1,1312698259.76226
468,725,1,1312698415.58709
664,1201,2,1312724194.72602
1201,664,2,1312731569.66595
270,1368,1,1312740543.54323
655,669,4,1312744420.08846
1134,272,1,1312745780.98415
272,1134,1,1312745939.26999
1174,1368,1,1312746957.32526
1368,1174,3,1312747021.4276
921,1399,1,1312754348.15611
1399,921,1,1312754936.46362
1053,546,1,1312758319.39784
546,1053,2,1312758455.90142
522,1396,2,1312771728.2814
1396,522,2,1312771762.71825
1389,1,1,1312779845.88385
1383,1400,1,1312787855.69252
1400,1383,1,1312787894.90596
468,1401,1,1312790270.82224
1401,468,1,1312792542.80623
468,1402,1,1312793765.66853
1402,468,1,1312794187.34724
350,921,1,1312800185.24936
921,350,1,1312800269.6342
540,1403,2,1312818871.82402
1348,1375,2,1312822220.4146
1375,1348,2,1312822566.84961
1317,1252,1,1312823944.24659
1252,1317,1,1312823981.56847
1162,1404,1,1312827609.93898
1404,1162,1,1312827641.39311
35,1405,1,1312828200.59079
35,1406,1,1312828234.22481
921,1252,3,1312833075.42122
1252,921,3,1312833247.00101
1382,35,1,1312835395.57632
522,468,2,1312846768.85189
1317,1028,1,1312847410.9942
1028,1317,1,1312847420.24928
1406,35,1,1312853730.33513
1267,149,1,1312869946.15403
1405,35,1,1312878457.1224
775,1407,2,1312880706.0499
1407,775,1,1312881660.04551
1207,882,10,1312891813.13388
1368,1408,3,1312898296.54766
1408,1368,3,1312899302.73841
186,35,2,1312909954.70743
35,186,2,1312910715.33995
346,1409,1,1312913001.12471
1409,346,1,1312913256.53301
1368,634,3,1312915022.96369
634,1368,1,1312915090.81873
775,1410,1,1312921507.22593
1410,1062,2,1312925165.36706
80,1411,2,1312925196.91941
1411,80,2,1312927218.8458
882,204,1,1312931915.93133
882,1207,10,1312931930.55801
1402,1366,1,1312933362.52382
1366,1402,1,1312933545.67654
1396,60,8,1312936503.39132
1162,309,1,1312936920.64273
1162,1,5,1312937036.60059
1162,522,2,1312937519.54219
204,882,1,1312942979.58485
1094,1412,1,1312950419.74772
1412,1094,1,1312950540.13898
1267,1366,1,1312951233.04882
1366,1267,1,1312951351.93675
7,1413,1,1312953496.70138
1413,7,2,1312953588.74546
35,1414,1,1312967887.62079
35,528,2,1312967975.85591
1383,1402,1,1312985706.10442
1402,1383,1,1312985894.82099
937,1402,1,1312988168.30343
1402,937,1,1312988193.67307
882,468,5,1313000633.25738
468,882,5,1313000668.87997
905,1332,1,1313001742.51853
1332,905,1,1313001887.76799
905,1192,1,1313003639.84432
1192,905,1,1313003756.01396
1368,1275,3,1313005459.26227
1275,1368,1,1313005663.00138
882,1162,2,1313009138.28598
41,1415,1,1313020143.46642
1415,41,1,1313020225.43901
1376,80,1,1313027723.93802
468,1416,1,1313045747.98659
1416,468,1,1313045835.51399
346,1417,1,1313058066.28918
1417,346,1,1313059475.20918
209,1267,2,1313087021.38112
1267,209,2,1313087314.74568
209,1377,1,1313088104.07672
1377,209,1,1313088151.40295
80,1376,3,1313089017.82668
1411,1377,2,1313100606.40902
1377,1411,1,1313100896.74718
1094,1389,1,1313113802.04184
1389,1094,1,1313113829.53391
135,1317,1,1313114452.30021
1094,207,1,1313115626.11018
207,1094,1,1313119552.64423
635,1317,1,1313120397.69599
1317,635,1,1313120649.83698
1401,1418,1,1313125981.30001
1418,1401,1,1313126071.4379
1267,1419,1,1313129500.46131
1419,1267,1,1313129716.55563
1162,1286,1,1313170601.31515
729,780,5,1313189178.49645
780,729,5,1313189712.7618
1368,80,3,1313198280.3843
80,1368,3,1313198650.7383
522,7,1,1313211705.41835
7,522,2,1313212110.47832
861,149,1,1313246199.33033
1217,1420,5,1313259054.9833
1366,1317,1,1313259978.83579
1217,546,1,1313260078.75274
546,1217,1,1313260086.0189
1366,1222,2,1313260192.03176
1420,1217,5,1313262379.22945
882,904,3,1313271415.14477
904,882,3,1313271450.73103
664,1376,2,1313271940.93437
1421,545,1,1313277365.09543
468,428,2,1313286275.14732
1415,468,2,1313286314.28725
468,1415,2,1313287086.19458
1376,664,2,1313287159.2172
417,1422,2,1313297321.46428
468,1423,2,1313324417.79602
1423,468,2,1313324613.00972
468,1352,2,1313330900.75249
1352,468,2,1313330951.76952
468,1207,2,1313332428.8471
468,1222,3,1313333356.34062
1222,468,3,1313334072.05322
149,1267,2,1313342654.87214
1286,1162,1,1313345375.15307
1422,417,2,1313351472.80499
1422,209,2,1313351487.46058
1422,280,2,1313351536.6816
905,1366,1,1313352875.96063
41,1422,1,1313356679.01926
1422,41,1,1313356787.58628
1207,468,1,1313361993.05038
468,470,1,1313364558.91682
470,468,1,1313364582.66623
937,1275,1,1313379612.81422
937,1424,1,1313380545.28539
1424,937,1,1313380952.64759
1275,937,1,1313382987.81112
7,235,5,1313390505.18572
468,13,1,1313391486.98068
13,468,1,1313391560.14651
1034,1348,2,1313391680.88532
1400,41,1,1313392376.57029
41,1400,1,1313392380.59451
516,468,1,1313394289.47476
468,516,3,1313394347.53428
516,13,1,1313397133.28477
13,516,1,1313397134.82808
1217,1034,2,1313405962.4983
1034,1217,2,1313406050.54499
1217,1413,2,1313417746.86907
1413,1217,2,1313417793.35047
1383,149,1,1313420644.38584
1348,1034,2,1313423780.1724
1034,832,10,1313434796.89966
1162,1034,1,1313435193.74146
1034,1162,1,1313435216.32526
1384,635,10,1313445352.71222
1366,905,4,1313453578.40262
35,729,1,1313489996.44196
729,35,1,1313490012.07643
468,729,5,1313497030.24824
729,468,5,1313497115.44928
775,1425,3,1313513896.76498
1366,1426,1,1313519837.11411
1425,775,2,1313520235.71047
1426,1366,1,1313520292.51742
1426,35,1,1313521097.58887
546,207,1,1313524397.41896
207,546,1,1313526865.18998
1312,1426,1,1313533725.2181
1426,1312,1,1313534242.12686
149,468,3,1313538474.06487
468,149,5,1313538541.96852
1062,1427,1,1313539139.92638
1062,1410,1,1313539193.16845
522,1376,3,1313542542.41486
1376,1,1,1313545025.05074
468,705,2,1313558027.66688
705,468,2,1313558328.22786
7,1428,1,1313579288.90246
1427,1062,1,1313584954.13844
468,113,7,1313591687.51717
113,468,7,1313595252.19516
149,78,1,1313610883.14789
1396,705,1,1313628711.36258
705,1396,1,1313628946.01351
468,1429,1,1313634988.78046
1429,468,1,1313635830.00857
468,592,2,1313642383.59979
592,468,2,1313642459.44873
635,468,1,1313655825.65608
468,635,1,1313655888.10297
468,545,1,1313674866.15361
921,1396,4,1313680356.72851
1396,921,4,1313680401.3181
468,1430,2,1313689397.95509
1430,468,3,1313689481.38632
1217,465,1,1313695344.18732
465,1217,1,1313695396.46313
1317,1431,1,1313698815.74668
35,1432,1,1313707374.55923
1432,35,1,1313707465.31189
1432,1433,1,1313707480.17882
1379,1207,1,1313737922.37986
35,1434,1,1313739761.86248
1434,35,1,1313740239.09878
468,1034,4,1313755390.58158
1034,468,4,1313755447.84674
1433,1432,1,1313768351.77191
1201,113,2,1313771334.05987
113,1201,2,1313771339.85205
1431,1317,1,1313777024.54907
35,1426,1,1313782997.98035
1207,1379,1,1313815279.87983
1034,7,1,1313900298.83665
7,1034,2,1313900308.41986
948,1435,2,1313940864.97742
1435,948,2,1313945264.62685
439,3,1,1313945278.91684
439,62,1,1313945297.26286
1376,905,1,1313964366.11282
1376,781,5,1313964445.41456
1028,1322,1,1313975696.97172
1322,1028,1,1313976208.73587
905,1401,1,1313983306.6285
1401,905,1,1313983388.01916
725,1383,1,1313989777.10191
1383,725,1,1313989813.7752
417,905,1,1313990002.10332
35,1338,1,1314005826.32261
1338,35,1,1314005852.78609
1185,801,10,1314013337.33544
1338,209,1,1314026310.37859
1383,961,1,1314031648.7417
961,1383,1,1314038512.00828
41,1436,1,1314043851.93847
1317,1368,1,1314043971.72562
1436,41,1,1314044036.48442
1383,465,2,1314045408.22547
465,1383,1,1314045425.48663
1368,1317,3,1314052072.07134
905,209,2,1314056497.63404
209,905,2,1314056514.58477
